0.9	-1270.597546
1	-1270.501377
1.1	-1270.315787
1.2	-1270.108722
1.3	-1269.902907
1.4	-1269.70837
1.5	-1269.529382
1.6	-1269.367453
1.7	-1269.222633
1.9	-1268.980904
2.2	-1268.718334
2.7	-1268.465462
3.8	-1268.27798
