1.132	-1268.023217
1.232	-1267.987688
1.332	-1267.890186
1.432	-1267.750997
1.532	-1267.607007
1.632	-1267.454945
1.732	-1267.254776
1.832	-1267.023327
1.932	-1266.781802
2.032	-1266.541054
2.132	-1266.307028
2.232	-1266.08353
2.432	-1265.676795
2.532	-1265.496002
2.632	-1265.330858
2.832	-1265.046509
4.432	-1264.173678
5.332	-1264.097779
6.932	-1264.067805
13.132	-1264.050993
