0.997	-1390.987938
1.097	-1390.721978
1.197	-1390.26159
1.297	-1389.740483
1.397	-1389.18996
1.497	-1388.645909
1.597	-1388.136282
1.697	-1387.670683
1.797	-1387.252187
1.897	-1386.880792
1.997	-1386.554385
2.197	-1386.111127
2.697	-1385.298308
3.397	-1384.779282
10.874	-1384.520591
